1.0838,0
2.0708,0
3.0112,0
4.0416,0
5.0167,0
6.0999,0
7.0666,0
8.0278,0
9.0307,76
10.007,68
11.06,65
12.017,65
13.082,64
14.042,62
15.02,61
16.113,71
17.09,71
18.053,72
19.047,72
20.011,72
21.102,69
22.098,69
23.084,68
24.087,68
25.089,68
26.093,68
27.101,68
28.1,68
29.109,68
30.098,68
31.051,67
32.065,67
33.069,67
34.063,67
35.086,65
36.095,67
37.097,68
38.066,69
39.083,69
40.017,67
41.004,65
42.015,67
43.097,66
44.071,66
45.055,65
46.072,65
47.014,68
48.029,67
49.048,65
50.049,66
51.01,68
52.017,68
53.018,68
54.039,68
55.045,68
56.054,68
57.081,68
58.081,68
59.094,71
60.095,71
61.109,71
62.013,71
63.005,71
64.009,71
65.02,71
66.014,71
67.023,71
68.04,71
69.059,71
70.07,71
71.048,71
72.062,72
73.058,72
74.053,72
75.049,72
76.035,72
77.067,72
78.093,71
79.071,73
80.065,73
81.091,73
82.081,72
83.063,74
84.092,74
85.091,69
86.096,70
87.088,70
88.095,69
89.085,69
90.092,70
91.09,67
92.097,67
93.088,66
94.1,68
95.039,68
96.029,61
97.081,62
98.026,62
