1.0218,0
2.0897,0
3.0226,0
4.1095,0
5.0421,0
6.1097,0
7.0129,0
8.0777,0
9.0076,0
10.082,0
11.146,0
12.053,0
13.123,0
14.049,0
15.136,0
16.071,0
17.008,0
18.087,0
19.002,0
20.088,0
21.016,0
22.124,0
23.08,0
24.033,0
25.148,0
26.087,0
27.063,0
28.021,0
29.111,0
30.057,0
31.152,0
32.095,0
33.052,0
34.008,68
35.124,68
36.051,68
37.143,66
38.117,67
39.092,67
40.103,68
41.086,68
42.069,66
43.024,66
44.118,66
45.08,67
46.028,67
47.121,67
48.049,67
49.149,67
50.091,67
51.052,54
52.007,53
53.145,53
54.086,53
55.063,53
56.039,53
57.119,55
58.093,55
59.048,56
60.163,56
61.11,61
62.078,61
63.032,60
64.136,60
65.093,60
66.018,60
67.113,60
68.07,60
69.034,60
70.147,60
71.111,60
72.04,63
73.141,63
74.07,63
75.007,55
76.117,55
77.068,55
78.022,55
79.115,55
80.043,55
81.008,55
82.128,55
83.094,55
84.034,54
85.133,55
86.101,58
87.046,64
88.008,70
89.11,70
90.047,68
91.011,66
92.111,67
93.051,67
94.048,69
95.01,69
96.097,67
97.053,67
98.139,68
99.092,71
100.05,71
101.01,69
102.14,68
103.1,68
104.04,68
105.12,67
106,66
107.09,66
108.06,68
109.04,68
110.01,66
111.1,68
112.13,67
113.08,67
114.01,67
115.01,63
116.14,63
117.14,63
118.11,63
119.03,63
120.15,63
