1.0168,0
2.068,0
3.138,0
4.0875,0
5.0242,0
6.0518,0
7.0874,0
8.0958,0
9.1254,0
10.009,0
11.048,0
12.093,65
13.002,64
14.011,65
15.042,64
16.107,64
17.126,65
18.035,65
19.069,67
20.105,68
21.13,69
22.082,70
23.152,71
24.055,72
25.149,73
26.1,74
27.055,76
28.004,76
29.156,78
30.074,78
31.018,80
32.126,81
33.046,82
34.027,84
35.134,83
36.08,84
37.041,85
38.123,84
39.099,85
40.002,84
41.053,83
42.015,81
43.137,80
44.112,79
45.058,78
46.009,77
47.12,76
48.064,75
49.004,74
50.134,72
51.082,71
52.029,70
53.124,69
54.064,68
55.03,67
56.006,66
57.103,65
58.026,64
59.124,65
60.056,64
61.118,63
62.077,64
63.006,65
64.114,66
65.075,66
66.012,67
67.113,69
68.057,70
69.02,71
70.09,71
71.036,72
72.05,74
73.002,75
74.111,75
75.054,75
76.125,76
77.085,77
78.066,77
79.016,78
80.129,80
81.103,81
82.109,83
