1.0053,0
2.0544,0
3.1163,0
4.022,0
5.0663,0
6.1199,0
7.1497,0
8.0202,0
9.0123,0
10.113,0
11.001,0
12.027,66
13.075,66
14.102,67
15.116,67
16.001,66
17.003,67
18.027,66
19.05,67
20.132,67
21.043,66
22.151,65
23.113,66
24.046,66
25.004,67
26.131,68
27.064,67
28.017,67
29.115,69
30.04,70
31.007,71
32.078,72
33.037,72
34.15,73
35.076,73
36.15,74
37.111,75
38.049,75
39.021,75
40.126,74
41.079,73
42.026,72
43.103,71
44.02,70
45.023,69
46.138,67
47.044,68
48.061,68
49.004,68
50.096,68
51.139,70
52.118,71
53.04,72
54.145,72
55.108,73
56.058,74
57.017,75
58.148,76
59.084,76
60.059,77
61.14,76
62.123,77
63.057,76
64.01,77
65.079,78
66.033,79
67.114,80
68.019,79
69.048,78
70.142,79
71.107,78
72.057,79
73.155,78
74.098,77
75.031,77
76.13,75
77.065,74
78.016,73
79.119,74
80.044,73
81.023,73
82.159,72
83.097,73
84.061,74
85.002,73
86.13,73
87.029,72
88.088,71
89.018,70
90.052,71
91.127,70
92.067,70
93.165,71
94.137,71
95.085,73
96.01,73
