1.0197,0
2.0364,0
3.0091,0
4.1083,0
5.1009,0
6.0346,0
7.0106,0
8.0104,0
9.1024,0
10.107,0
11.121,0
12.015,0
13.097,55
14.015,56
15.008,56
16.091,57
17.036,58
18.04,59
19.123,60
20.076,62
21.037,61
22.119,60
23.058,61
24.157,61
25.134,61
26.108,62
27.056,62
28.056,63
29.174,63
30.085,64
31.021,65
32.078,67
33.001,67
34.137,67
35.122,68
36.033,69
37.124,68
38.027,67
39.129,66
40.062,67
41.128,66
42.084,67
43.008,67
44.045,66
45.163,67
46.07,68
47.141,68
48.153,69
49.039,69
50.156,70
51.133,71
52.048,70
53.003,70
54.011,70
55.055,69
56.074,69
57.09,69
58.132,68
59.012,68
60.089,67
61.128,67
62.007,65
63.047,64
64.066,64
65.146,62
66.053,62
67.14,62
68.083,62
69.101,62
70.147,62
71.049,62
72.09,62
73.138,62
74.096,62
75.05,62
76.003,62
77.115,62
78.044,62
79.098,62
80.048,62
81.15,62
82.038,62
83.075,62
84.015,62
85.009,62
86.027,61
87.06,61
88.091,61
89.078,61
90.13,61
91.039,60
92.082,59
93.081,58
94.031,58
95.114,57
96.053,56
97.094,56
98.148,55
99.045,55
100.12,54
101.03,54
102.11,53
103.02,52
104.06,51
105.08,51
106.13,52
107.04,52
108.1,53
109.01,53
110.07,53
111.13,52
112.15,51
113.06,51
114.13,50
115.06,50
116.15,49
117.1,49
118.07,49
119.14,49
120.03,49
121.11,49
122.01,49
123.04,47
124.06,47
125.14,48
126.02,49
127.06,48
128.08,49
129.13,49
130.03,50
131.01,50
132.05,51
133.09,51
134.14,52
135.02,52
136.09,52
137.12,51
138.04,51
139.09,50
140.13,49
141.07,49
142.14,49
143.05,49
144.09,49
145.13,48
146.03,48
147.04,48
148.1,49
149.1,49
150.04,49
151.04,50
152.04,50
153.08,49
154.11,49
155.05,48
156.03,47
157.08,46
158.13,46
159,45
160.04,45
161.08,45
162.1,45
163.12,45
164.03,46
165.11,46
166.12,46
167.03,46
168.07,46
169.07,46
170.11,46
171.02,47
172.1,47
173.05,48
174.03,48
175.06,47
176.01,48
177.1,47
178.02,47
179.11,47
180,47
181.06,46
182.1,46
183,46
184.06,46
185.02,47
186.02,47
187.09,47
188.12,46
189.02,47
190.1,48
191.03,49
192.09,49
193.05,48
194.09,48
195.15,48
196.05,48
197.11,48
198.03,48
199.06,48
200.1,48
201.12,48
202.01,48
203.05,48
204.11,48
205.05,47
206.06,47
207.09,47
208.14,48
209.05,49
210.1,49
211.14,51
212.04,52
213.05,53
214.09,53
215.1,52
